MMsymbol    |   s   |   p   |   d   |   IP  |   zeta1   |   zeta2   |   k_WH
YN              1       1       0       0       1           0           0
YC              1       1       0       0       1           0           0
CT              1       1       0       0       1           0           0
HC              1       0       0       0       1           0           0
